"Name ____________________________","Dealflow Status","Country Code","Founding Year",Employees,"Business Model","Website URL","LinkedIn URL","Crunchbase URL","Twitter URL","(Catalist_URL: ""https://ventureiq.io/entity/ID_below"") ID","Collections ______________________________________________","VIQ Tags ___________________________________________________________","Client Tags ___________________________________________________________","Keywords __________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________"
"PHYCOM B.V."," - ",NL,"2,009",11,b2b,"http://www.phycom.eu/","https://www.linkedin.com/company/phycom-b-v-"," - "," - ","29,690,167","Example collection: Alternative protein","[""algae protein"",""algae tech"",""alternative protein"",""feed"",""foodstuffs"",""microalgae"",""startlife"",""vegan protein""]"," - ","[""algae"",""algae cultivation"",""algea harvesting"",""all"",""all rights"",""bv"",""certified"",""chlorella"",""cultivation"",""dutch"",""europe"",""european"",""food safe"",""innovative"",""iso 22000"",""nederland"",""phycom"",""phycom bv"",""rights"",""sorokiniana"",""total solutions"",""vulgaris""]"
"PLANT MEAT MAKERS"," - ",NL,"2,018",1,b2b,"https://www.climatekic.nl/startup/plant-meat-makers/","https://www.linkedin.com/in/birgit-dekkers-75184441/"," - ","https://twitter.com/hashtag/plantmeatmakers","30,523,144","Example collection: Alternative protein","[""alternative protein"",""food structure"",""plant protein"",""production technology"",""shear cell"",""vegan protein""]"," - "," - "
PROLUPIN," - ",DE,"2,010",11,b2b,"http://www.prolupin.com/","https://www.linkedin.com/company/5533354","https://www.crunchbase.com/organization/prolupin-gmbh"," - ","22,706,567","Example collection: Alternative protein","[""alternative protein"",""crop"",""food"",""food and nutrition"",""health and wellness"",""ingredients"",""plant protein"",""production technology"",""protein"",""snack"",""sustainable protein"",""vegan protein""]"," - "," - "
"REDEFINE MEAT"," - ",IL,"2,018",1," - ","redefinemeat.com","https://www.linkedin.com/company/redefinemeat"," - "," - ","30,529,159","Example collection: Alternative protein","[""plant protein"",""production technology"",""vegan protein""]"," - "," - "
"RIPPLE FOODS"," - ",US,"2,014",11,b2c,"http://ripplefoods.com/","https://www.linkedin.com/company/ripple-foods","https://www.crunchbase.com/organization/ripple-foods","http://twitter.com/ripplefoods","22,706,526","Example collection: Alternative protein","[""alternative dairy"",""alternative protein"",""beverage product"",""food and beverage"",""food and nutrition"",""food processing"",""health and wellness"",""healthy beverage"",""plant protein"",""plant-based dairy"",""protein"",""sustainability"",""vegan protein""]"," - ","[""1cup ripple unsweetened original"",""additional packaging material"",""amore plant"",""andweknow itmakesus happy healthy"",""asmuch protein asmilk"",""calcium milk vitamin d"",""calorie"",""dairy"",""dairy milk"",""datum usda national nutritional"",""delicious"",""few calorie ripple original"",""first thing people"",""foil seal onour bottle"",""free asitshouldbe"",""good"",""good source protein"",""inner foil seal onour"",""iron reduced calorie"",""low sugar"",""milk"",""milk datum usda national"",""national nutritional database standard"",""nutritional database standard reference"",""original"",""pertains"",""pertains u.s. products"",""plant"",""product"",""protein"",""ripple"",""same great product"",""seal"",""sugar"",""tofocus ondairy afew reason"",""usda national nutritional database"",""wedecided tofocus ondairy afew""]"
SCHOUTEN," - ",NL,"2,002",11," - ","www.schoutenfood.com","https://www.linkedin.com/company/schouten-europe"," - ","https://twitter.com/GoodBiteNL","30,534,046","Example collection: Alternative protein","[""food"",""meat alternative"",""plant protein"",""plant-based meat"",""production technology"",""vegan protein""]"," - ","[""brand term condition"",""constant interaction product developer"",""country discover broad range"",""demand healthy varied meal"",""development"",""egg protein addition iron"",""europe specialist development"",""food"",""food view product range"",""healthy varied meal component"",""international fast food chain"",""keen use bean"",""local people taste preference"",""major"",""market"",""market middle east asia"",""marketing product development matter"",""partner"",""plant"",""product"",""professional support area quality"",""protein"",""protein food"",""protein food view"",""range"",""range schouten europe"",""schouten europe specialist"",""small food specialist"",""snack"",""specialist knowledge area"",""veggie food partner"",""view product range schouten"",""wonderful source protein""]"
SEAMORE," - ",NL,"2,015",1,b2b,"https://seamorefood.com/","https://www.linkedin.com/company/seamore/"," - ","https://twitter.com/SeamoreFood?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor","30,520,074","Example collection: Alternative protein","[""algae protein"",""food technology"",""seaweed"",""seaweed food products"",""startlife"",""vegan protein"",""wild harvesting""]"," - ","[""bacon"",""bacon cookie tender"",""crunchy"",""crunchy touch risotto crunchy"",""discover health benefit product"",""dish"",""dish full subtle"",""fantastic recipe cheesy smkoey"",""founder mistook seaweed pasta"",""good"",""great"",""great italian recipe"",""great vegan tofu dish"",""hot summer day"",""lentil great italian recipe"",""message visible wordpress admin"",""nice"",""pasta"",""pasta great replacement conventional"",""recipe"",""sea pasta"",""sea pasta recipe"",""seamore founder mistook seaweed"",""seaweed"",""smkoey vegan carbonara"",""something change way"",""spice holidays turkey"",""sundried tomato green olive"",""tofunese great vegan tofu"",""typical dutch winter dish"",""upgrade traditional dish"",""vegan"",""yoghurt dressing parmesan cheese""]"
"SEATTLE FOOD TECH"," - ",US,"2,017",1," - ","https://www.seattlefoodtech.com/","https://www.linkedin.com/company/seattle-food-tech/","https://www.crunchbase.com/organization/seattle-food-tech-sft","https://twitter.com/seattlefoodtech","30,516,456","Example collection: Alternative protein","[""alternative protein"",""chicken"",""food and beverage"",""food processing"",""manufacturing"",""meat substitute"",""plant based chicken nugget"",""plant based food"",""plant protein"",""production technology"",""vegan protein""]"," - ","[""-pron-"",""automation smart production center"",""brenna taylor sft operations"",""ceo lagally join food"",""chicken nuggets schools hospitals"",""chicken nuggets taste real"",""companies watch list podcast"",""contact"",""day s18 seattle food"",""development utilization new innovative"",""eyeat yc demo"",""eyeat yc demo day"",""features brenna taylor sft"",""food"",""food manufacturing technology production"",""hen house features"",""hen house features brenna"",""high"",""hospitals winter2018 seattle food"",""house features brenna taylor"",""kids summit chicago blue"",""lagally join food navigator"",""low"",""manufacturing"",""manufacturing technology production company"",""market revolutionary new plant"",""meat"",""new"",""novel food manufacturing equipment"",""nuggets schools hospitals winter2018"",""plant"",""plant-based meat"",""production"",""revolutionary new plant"",""s18 seattle food tech"",""scale production"",""schools hospitals winter2018 seattle"",""seattle"",""seattle food tech"",""sft"",""sft isfirst forbes"",""sft vegan chicken nuggets"",""startup"",""summit chicago blue horizon"",""taylor sft operations coordinator"",""utilization new innovative low"",""vegan chicken nugget start"",""vegan chicken nuggets schools"",""vegan chicken nuggets taste"",""vegan meat"",""winter2018 seattle food tech""]"
"SGAIA  FOODS"," - ",GB,"2,015",1,b2c,"www.sgaiafoods.co.uk","https://www.linkedin.com/company/sgaia-foods-limited/about/","https://www.crunchbase.com/organization/sgaia-s-vegan-meats","https://twitter.com/sgaiafoods?lang=en","30,523,090","Example collection: Alternative protein","[""plant protein"",""vegan protein""]"," - "," - "
"SHIOK MEATS"," - ",SG,"2,018",1," - ","http://shiokmeats.com","http://linkedin.com/company/shiokmeats","https://www.crunchbase.com/organization/shiok-meats","https://twitter.com/shiokmeats","30,523,278","Example collection: Alternative protein","[""ag tech"",""biotechnology"",""cell based meat"",""cell based protein"",""cultured meat"",""fish"",""in vitro meat"",""seafood"",""sustainable protein""]"," - "," - "
SOFINEFOODS," - ",NL,"1,963",11," - ","www.sofinefoods.com","https://www.linkedin.com/company/sofine-foods/"," - "," - ","30,519,999","Example collection: Alternative protein","[""meat alternative"",""plant protein"",""plant-based meat"",""vegan protein""]"," - ","[""art productie faciliteiten voldoen"",""bereiden verkopen plantaardige"",""bij sofine foods bij"",""consumenten"",""dichtbij belgi duitsland"",""duurzaam vriendelijk milieu"",""foods"",""foods bij sofine foods"",""het belangrijkste zorgen jij"",""ideaal vertrekpunt heel europa"",""indonesi nederland kwamen"",""kwaliteitsmedewerker qc"",""landgraaf"",""moderne state art productie"",""nederland"",""onze moderne state art"",""operator"",""operator inpak"",""operator orderpick"",""plantaardige"",""ploegendienst"",""producten"",""productie faciliteiten voldoen hoogste"",""sofine"",""sofine foods bij sofine"",""sofine foods bv"",""sofine vinden landgraaf"",""state art productie faciliteiten"",""supply chain manager"",""vertrekpunt heel europa voorzien"",""welkom bij sofine foods"",""wereld""]"
SOYANA," - ",CH,"1,981",11," - ","soyana.ch","https://www.linkedin.com/company/soyana/"," - "," - ","30,520,618","Example collection: Alternative protein","[""meat alternative"",""organic"",""plant based food"",""plant protein"",""plant-based meat"",""soy"",""vegan"",""vegan protein""]"," - "," - "
SUPERMEAT," - ",IL,"2,015",1,b2b,"http://www.supermeat.com/","https://www.linkedin.com/company/10841889/","https://www.crunchbase.com/organization/supermeat#/entity","https://twitter.com/_supermeat_","29,689,088","Example collection: Alternative protein","[""agtech"",""alternative-protein"",""biotechnology"",""carbon-footprint-reducing"",""cell-based meat"",""cultured meat"",""food and beverage"",""food and nutrition"",""food processing"",""food-safety-and-traceability"",""food-security"",""foodtech"",""health and wellness"",""in-vitro-food"",""livestock"",""meat alternative"",""non-gmo"",""nutrition"",""plant-based meat"",""poultry"",""production technology"",""protein"",""sustainable protein"",""sustainable-protein""]"," - ","[""animal"",""animal serum animal ingredient"",""clean"",""clean meat"",""clean meat different rice"",""clean meat exact meat"",""clean meat healthy conventional"",""click"",""conventional"",""diverse group food engineer"",""end"",""food"",""future clean meat product"",""general hygiene meat production"",""generation meat product sustainable"",""good production expert"",""health"",""meat"",""meat healthy conventional meat"",""nutritional value consumer health"",""product"",""production"",""production expert pharmaceutical industry"",""production meat product"",""resort ongoing animal use"",""small eco footprint"",""supermeat"",""today"",""use animal serum animal"",""value consumer health advantage"",""vegetarian vegan meat alternative"",""vegetarian vegan product ability""]"
"TERRA VEGANE"," - ",DE,"2,015",1," - ","http://terravegane.de/en/home/"," - "," - "," - ","30,506,175","Example collection: Alternative protein","[""meat alternative"",""pea protein"",""plant protein"",""plant-based meat"",""seitan"",""vegan"",""vegan protein"",""vegetarian""]"," - "," - "
"THE BETTER MEAT CO."," - ",US,"2,018",1,b2b,"www.bettermeat.co","https://www.linkedin.com/company/bettermeatco/","https://www.crunchbase.com/organization/the-better-meat-co-a6bf","https://twitter.com/bettermeatco?lang=en","30,528,515","Example collection: Alternative protein","[""plant protein"",""vegan protein""]"," - "," - "
TOFURKY," - ",US,"1,980",11," - ","www.tofurky.com","https://www.linkedin.com/company/tofurky/","https://www.crunchbase.com/organization/tofurky","https://twitter.com/Tofurky?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor","30,486,243","Example collection: Alternative protein","[""alternative ingredients"",""food and nutrition"",""health and wellness"",""meat alternative"",""plant protein"",""plant-based meat"",""production technology"",""protein"",""vegan protein""]"," - ","[""advocate animal welfare"",""animal"",""apple cabbage ham roast"",""available italian breakfast"",""bed shallot fingerling potato"",""business"",""business good what b"",""cheese"",""cheese marinara sauce"",""cheese marinara sauce love"",""cheese tomato soup combo"",""environment"",""environment matter profit"",""environment matter profit margin"",""everything comfort food dish"",""family company"",""flavorful sauce balsamic"",""food"",""food waste composting program"",""good"",""good food kind people"",""good what b corp"",""high maple bacon tempeh"",""holiday"",""holiday main dish everything"",""holiday seasonal roast"",""italian breakfast style sausage"",""less sandwich lifestyle"",""maple bacon tempeh less"",""marinara sauce love happy"",""our newsletter"",""people"",""roast"",""round ham roast"",""sandwich"",""sauce"",""sauce balsamic vinegar"",""tempeh less sandwich"",""tender cabbage tart apple"",""tofurky"",""tomato soup combo"",""tomato soup combo pizza"",""tradition holiday seasonal"",""vegan"",""week menu year"",""wide variety environmental"",""wide variety environmental initiative"",""y vegan cheesecake""]"
"TOFUTOWN.COM GMBH"," - ",DE,"1,988",51," - ","http://www.tofutown.com/","https://www.linkedin.com/company/tofutown.com-gmbh/"," - "," - ","20,700,836","Example collection: Alternative protein","[""biofach"",""meat alternative"",""plant based food"",""plant protein"",""soy"",""vegan"",""vegan protein"",""vegetarian""]"," - ","[""aktualisiert informationen website regelmig"",""announcement"",""cheese judgement ecj short"",""die"",""ecj long version press"",""eine haftung garantie fr"",""erscheinungsbild website urheberrechtlich geschtzt"",""eugh"",""eugh langversion cheese judgement"",""fr"",""gesetzen schutz geistigen eigentums"",""gestellten informationen trotz sorgfalt"",""gewerbliche nutzung verwendung websites"",""gleich gilt fr websites"",""gmbh"",""gmbh prft aktualisiert informationen"",""haftung garantie fr richtigkeit"",""informationen"",""inhalt"",""judgement ecj long version"",""judgement ecj short version"",""kse urteil eugh kurzversion"",""langversion cheese judgement ecj"",""nutzung verwendung websites medien"",""prft aktualisiert informationen website"",""short version cheese judgement"",""struktur erscheinungsbild website urheberrechtlich"",""tofutown.com"",""tofutown.com gmbh prft aktualisiert"",""trotz sorgfalt jedoch bernomman"",""unterliegen urheberrecht gesetzen schutz"",""urteil eugh langversion cheese"",""verfgung gestellten informationen trotz"",""version"",""version press announcement january"",""vollstndigkeit verfgung gestellten informationen"",""website"",""websites"",""werden""]"
"TOPAS FOOD GMBH"," - ",DE,"1,993",11,b2b,"www.wheaty.com","https://www.linkedin.com/company/topas-gmbh/"," - "," - ","30,520,112","Example collection: Alternative protein","[""food"",""plant based food"",""plant protein"",""plant-based meat"",""seitan"",""vegan"",""vegan protein"",""vegetarian""]"," - "," - "
UNIBIO," - ",DK,"2,001",11,b2b,"http://www.unibio.dk","https://www.linkedin.com/company/unibio-a-s","https://www.crunchbase.com/organization/unibio-a-s","https://twitter.com/uni_bio/status/943747634099032064","30,486,826","Example collection: Alternative protein","[""advanced materials"",""agro innovation"",""alternative protein"",""animal feed"",""biobased chemicals"",""cultured meat"",""fermentation"",""health and wellness"",""methane"",""microbial protein"",""production technology"",""sustainable protein""]"," - ","[""-pron-"",""agent"",""iframe"",""page"",""support"",""user"",""user agent support"",""user agent support iframe""]"
VBITES," - ",GB,"1,993",11," - ","www.vbites.com","https://www.linkedin.com/company/vbitesfoods/","https://www.crunchbase.com/organization/vbites","https://twitter.com/vbitesfoods?lang=en","30,520,009","Example collection: Alternative protein","[""extrusion"",""meat alternative"",""organic"",""plant protein"",""plant-based meat"",""production technology"",""vegan protein""]"," - ","[""alternative fish steaks flaming"",""based food"",""based food bumper family"",""comment vegan company vbite"",""fish"",""fish dairy"",""food"",""food bumper family supper"",""free white cheddar cheezly"",""great moshimo vegan challenge"",""green vbites beef style"",""iconic traditional fish chip"",""manufacturer wide range vegan"",""meat"",""meat awarded vegan festival"",""mustard green vbites beef"",""new"",""new vbite"",""number online exclusive"",""pioneers plant"",""plant"",""product"",""shop quarter pounders"",""small business choice ingredient"",""style"",""supper kit 1-month"",""variety delicious healthy meat"",""vbite"",""vegan"",""vegan company"",""vegan meat"",""welfare sustainability drawback pastoral"",""wide range vegan product"",""world""]"
VEGINI," - ",AT,"2,015",1," - ","www.vegini.at","https://www.linkedin.com/company/vegini/about/"," - ","https://twitter.com/vegini_at?lang=en","30,520,623","Example collection: Alternative protein","[""pea protein"",""plant protein"",""vegan"",""vegan protein"",""vegetarian""]"," - "," - "
VEGUSTO," - ",CH,"2,012",1," - ","www.vegusto.fr","https://www.linkedin.com/company/vegusto-uk-ltd/"," - ","https://twitter.com/vegusto_uk","30,520,601","Example collection: Alternative protein","[""meat alternative"",""plant based food"",""plant protein"",""protein"",""vegan protein"",""vegetarian"",""webshop""]"," - "," - "
"VENUS SHELL SYSTEMS"," - ",AU,"2,014",11," - ","https://www.venusshellsystems.com.au"," - "," - "," - ","30,481,367","Example collection: Alternative protein","[""3d printing"",""food"",""plant protein"",""probiotics"",""production technology"",""seaweed"",""seaweed cultivation"",""vegan protein""]"," - "," - "
VITAPRO," - ","EUROPEAN UNION (EU)","1,990",11,b2b2c,"www.vitapro.com","https://uy.linkedin.com/company/vitapro-foods-inc-","https://www.crunchbase.com/organization/vitapro"," - ","30,520,013","Example collection: Alternative protein","[""plant protein"",""production technology"",""vegan protein""]"," - ","[""appetizing substitute meat protein"",""breakthrough soya protein food"",""copyright"",""culmination year research product"",""first tvp product sacrifice"",""flavour texture nutritional value"",""food"",""geometric population growth"",""industry leader textured vegetable"",""leader textured vegetable protein"",""less livestock grazing land"",""louis pasteur institute"",""meat"",""meat protein fraction cost"",""nutrition expert today"",""product"",""product sacrifice flavour texture"",""protein"",""relief"",""research product stable environment"",""sacrifice flavour texture nutritional"",""situation"",""soya protein food product"",""substitute meat protein fraction"",""tvp product sacrifice flavour"",""value"",""vegetable"",""vitapro"",""vitapro culmination year research"",""year research product stable""]"
VIVERA," - ",NL,"1,990",201,b2b,"www.vivera.com","https://www.linkedin.com/company/vivera-b-v-/","https://www.crunchbase.com/organization/vivera-c4c9","https://twitter.com/vivavivera?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor","30,519,995","Example collection: Alternative protein","[""meat alternative"",""plant protein"",""plant-based meat"",""production technology"",""vegan protein""]"," - ","[""call"",""call member function getlocale"",""error"",""function"",""getlocale"",""internal server error"",""member"",""null"",""null oops"",""oops"",""possible"",""server"",""sorry"",""sorry inconvenience""]"
"WHITE DOG LABS"," - ",US,"2,012",11,b2b,"https://www.whitedoglabs.com","https://www.linkedin.com/company/white-dog-labs-inc.","https://www.crunchbase.com/organization/white-dog-labs-inc","https://twitter.com/whitedoglabs","30,486,572","Example collection: Alternative protein","[""advanced materials"",""agro innovation"",""alternative fuels"",""animal feed"",""biobased chemicals"",""biotechnology"",""cultured meat"",""feed"",""fermentation"",""health and wellness"",""microbial fermentation"",""nasf 2018"",""production technology""]"," - ","[""additional health benefit shrimp"",""aquaculture"",""b synthetic biology trademarks"",""biology"",""biotech company white dog"",""clean sugar technology production"",""clostridia"",""collaboration midwest renewable energy"",""company"",""company white dog labs"",""delaware biotech company white"",""doe funding copyright white"",""dog labs biotechnology company"",""dog labs israel advancebio"",""dog labs order fqpts"",""energy grant press release"",""first production plant aquaculture"",""fqpts clean sugar technology"",""funding copyright white dog"",""health"",""help address food sustainability"",""ingredient"",""labs"",""labs order fqpts clean"",""legal"",""legal terms protocol b"",""market solution global challenge"",""midwest renewable energy sutherland"",""order fqpts clean sugar"",""plant"",""plant aquaculture feed ingredient"",""premium single cell protein"",""press"",""production plant aquaculture feed"",""protocol b synthetic biology"",""protyton"",""release"",""shrimp"",""shrimp delaware biotech company"",""sugar technology production protyton"",""synthetic biology white dog"",""technology"",""terms protocol b synthetic"",""trademarks"",""white"",""white dog labs biotechnology""]"
"WHOLE PERFECT FOOD (齐善)"," - ",TW,"1,993",,b2c,"www.qishanfoods.com"," - "," - "," - ","30,529,136","Example collection: Alternative protein","[""plant protein"",""production technology"",""vegan protein""]"," - "," - "
"WILD TYPE"," - ",US,"2,016",1," - ","https://www.thewildtype.com/","https://www.linkedin.com/company/wild-type-inc/","https://www.crunchbase.com/organization/wild-type","https://twitter.com/wildtype_inc","30,506,928","Example collection: Alternative protein","[""agtech"",""biotechnology"",""cultured meat"",""food and beverage"",""food and nutrition"",""health and wellness"",""protein""]"," - "," - "
ZEEWAAR," - ",NL,"2,013",1,b2c,"https://www.zeewaar.nl"," - "," - ","https://twitter.com/zeewaar?lang=en","30,482,573","Example collection: Alternative protein","[""algae protein"",""seaweed"",""vegan protein""]"," - ","[""biedt voedsel schaarse kwaliteit"",""de"",""de eerste zeewierboerderij nederland"",""door"",""door zeewier duurzaam telen"",""duurzaamheid"",""eiwitvervanger"",""gelooft duurzame zeewierteelt goed"",""gezondheid"",""goed"",""goed men milieu de"",""handelt b2b b2c exclusief"",""het"",""innovatie"",""introduceert vitamine zee"",""kwaliteit"",""lekker"",""maar zeewier biedt voedsel"",""men milieu de eerste"",""milieu de eerste zeewierboerderij"",""nederland"",""nederland door heel nederland"",""nieuwe economie"",""tonzijn probleem).stuur vraag naarverkoop@zeewaar.nlen"",""verdere ontwikkeling innovatieve vakgebied"",""wild oogst"",""wild oogst zeewier"",""zeewaar"",""zeewaar gelooft duurzame"",""zeewaar handelt b2b b2c"",""zeewier"",""zeewier biedt voedsel schaarse"",""zeewierboerderij"",""zeewierboerderij nl opgericht"",""zeewierpionier verdere ontwikkeling innovatieve"",""zeewierteelt goed men"",""zoutvervanger""]"
